Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSG00000238009,AL627309.1,0.016274151008489644,0.41289574640888205,0.5885329654779358,0.013092039400116086,-0.07836590242906105,1.0,0.015521932238898875,0.3018937562431159,1.0,0.009847257176798813,-0.3398666996215143,0.8846465588472382,0.0,-1.3492275146345802,1.0
ENSG00000241860,AL627309.5,0.0010499452263541707,2.355410251748122,0.33268973737375535,0.0,-0.6335810597561657,0.7684066017739659,0.0,1.0627060923636886,1.0,0.0,1.3122099969581775,1.0,0.0,3.2357349860865767,1.0
ENSG00000286448,AP006222.2,0.0010499452263541707,-0.4519446703094818,0.9208347539238265,0.002276876417411493,0.9513814409649903,0.6938404066395283,0.0014110847489908068,0.6476685930848447,1.0,0.001641209529466469,0.8971724976793354,1.0,0.0,1.6507724853654206,1.0
ENSG00000229905,AL669831.2,0.0005249726131770853,0.18548525030580976,0.8475183271642188,0.0005692191043528733,0.36641894024383426,0.7952558526534557,0.0,0.6476685930848447,1.0,0.0,0.8971724976793354,1.0,0.005706384070379812,4.235734986086577,1.0
ENSG00000237491,LINC01409,0.0320233294038022,0.2489106304474431,0.6688095677214457,0.03130705073940803,0.1888807546916471,0.7653008651263352,0.023988440732843716,-0.2376888409740312,1.0,0.022976933412530563,-0.283399747962485,0.8782292876078442,0.011412768140759625,-0.8037933781000612,1.0
ENSG00000228794,LINC01128,0.06667152187348983,0.3441829963248675,0.36309859946293216,0.04496830924387699,-0.508050177672307,0.15652511842414119,0.05362122046165066,-0.09483518462279061,1.0,0.07221321929652463,0.39467215715015236,0.5054570969469089,0.05706384070379812,0.10520342294435103,1.0
ENSG00000225880,LINC00115,0.0178490688480209,0.017087718610091507,1.0,0.02219954506976206,0.5184220336888847,0.5176917081221825,0.009877593242935648,-0.7785961616172514,1.0,0.01641209529466469,-0.018435315030291832,1.0,0.011412768140759625,-0.10213465266980748,1.0
ENSG00000230368,FAM41C,0.008399561810833366,-0.3120144091650072,0.7673902945517654,0.009676724773998845,-0.007976574537663872,1.0,0.014110847489908068,0.7147827889433831,0.9573980388806216,0.009847257176798813,0.18096546367992605,1.0,0.011412768140759625,0.7618037977541636,1.0
ENSG00000230699,AL645608.2,0.0,-0.8145147496941902,0.7758246279550335,0.0011384382087057466,2.5363439416861464,0.2756245577195878,0.0,1.0627060923636886,1.0,0.0,1.3122099969581775,1.0,0.0,3.2357349860865767,1.0
ENSG00000241180,AL645608.4,0.0,-0.22955224897303417,1.0,0.0005692191043528733,1.9513814409649903,0.5595219419235146,0.0,1.6476685930848447,1.0,0.0,1.8971724976793354,1.0,0.0,3.820697486807733,1.0
ENSG00000223764,LINC02593,0.11339408444625043,1.3822518639667631,1.8400568901619852e-07,0.040414556409054,-1.0436004842683855,0.0009798985255144884,0.033866033975779364,-1.0921795096144815,0.2769391526784774,0.06728959070812522,-0.018849109681311482,1.0,0.02853192035189906,-1.0578643857422918,1.0
ENSG00000187634,SAMD11,0.49452420161281435,2.4469905674528585,8.413744333795347e-33,0.06375253968752181,-2.364148882724221,9.326743111975958e-21,0.07760966119449438,-1.751990805035082,0.00018666226714890636,0.15099127671091514,-0.7248005741969392,0.11845268149424601,0.19972344246329343,-0.24059869246114074,1.0
ENSG00000188976,NOC2L,0.7218373431184923,0.5764926802215773,0.010253213302536474,0.4770056094477078,-0.37980242194234226,0.1553690745400727,0.44166952643412255,-0.4218453130315787,0.8741303517406975,0.5235458398998036,-0.14174649161296682,0.9750604223234992,0.5877575592491207,0.0464172584223419,1.0
ENSG00000187961,KLHL17,0.15801675656630268,0.5050267523562941,0.06283391504125517,0.10530553430528156,-0.4133415936631586,0.1816970509117643,0.09736484768036567,-0.43979424816549306,0.9239022157534885,0.14770885765198222,0.24006021120234422,0.6657168064387136,0.10271491326683661,-0.2667653544426072,1.0
ENSG00000187583,PLEKHN1,0.05879693267583356,1.5031638721918137,1.3637204873868836e-06,0.01935344954799769,-1.109160100970061,0.003325505308942122,0.021166271234862102,-0.7186536211609695,0.8473577630633727,0.022976933412530563,-0.5709763380590704,0.47719633902644554,0.02282553628151925,-0.31680603694220366,1.0
ENSG00000187642,PERM1,0.035173165082864714,0.9271732547144191,0.014991492774250006,0.02049188775670344,-0.3627271494630726,0.508361747500244,0.021166271234862102,-0.17251036933034136,1.0,0.008206047647332345,-1.4603795069387484,0.06521940365730745,0.02282553628151925,0.18842927130821874,1.0
ENSG00000272512,AL645608.7,0.041472836440989744,0.4199505039428324,0.3259842141066045,0.030737831635055158,-0.2559435322825161,0.6172252307383974,0.02257735598385291,-0.6311907799106304,0.9053935520460024,0.04267144776612819,0.37593559456856607,0.637227734803265,0.02853192035189906,-0.053771631108409323,1.0
ENSG00000188290,HES4,2.0641923150122996,0.9247758974182597,3.651972966120911e-06,1.0393940845483467,-0.6748370876936768,0.0030957566235912514,1.1302788839416362,-0.40726214043656905,0.8849175395418262,1.0996103847425343,-0.4431286833047014,0.3661502846528463,1.3467066406096357,-0.11033919613248899,1.0
ENSG00000187608,ISG15,10.442755221318581,-0.6808449983898193,0.0018291190910269231,14.080772984377028,-0.05086209457582491,0.964993259235561,21.991755813021726,0.734435929295461,0.12281896581787699,15.383056919689214,0.10531286724132105,0.9120629910130107,26.831417898925878,0.9335121800121655,1.0
ENSG00000188157,AGRN,0.5071235443290644,0.8236336858495268,0.0001298079191879647,0.27891736113290794,-0.5684709633576139,0.023638008954311264,0.2935056277900878,-0.36777980600381754,0.9559670515380985,0.290494086715565,-0.37612545339447,0.5069788571014021,0.31955750794126947,-0.1934698451188619,1.0
ENSG00000237330,RNF223,0.048822453025468934,1.3942992651417168,2.4545920656343204e-05,0.02219954506976206,-0.5721805150920227,0.19712500258800444,0.01834410173688049,-0.6845278372563435,0.8700159537442596,0.004923628588399407,-2.341232241645743,0.0027495705154635245,0.02853192035189906,0.1864914670667268,1.0
ENSG00000131591,C1orf159,0.21996352492119875,0.7198216779569977,0.005307430802636582,0.13092039400116087,-0.4822717364811999,0.122476267818317,0.11429786466825535,-0.5891040062219175,0.8180884449049827,0.15591490529931454,-0.08582107701497454,1.0,0.15977875397063473,-0.011319489484141076,1.0
ENSG00000285812,AL390719.3,0.0,-0.22955224897303417,1.0,0.0005692191043528733,1.9513814409649903,0.5595219419235146,0.0,1.6476685930848447,1.0,0.0,1.8971724976793354,1.0,0.0,3.820697486807733,1.0
ENSG00000223823,LINC01342,0.021523877140260498,0.30478417867815377,0.6768337675787622,0.02618407880023217,0.7780498380794283,0.08991459531991103,0.009877593242935648,-0.8758933629721666,0.8505877261659393,0.001641209529466469,-2.717537346435874,0.004557912106104738,0.017119152211139438,0.23573498608657673,1.0
ENSG00000272141,AL390719.2,0.14436746862369845,0.8846187709462772,0.0003705876941253923,0.1024594387835172,1.621621586700428e-05,1.0,0.05644338995963227,-0.9314173412996412,0.32230349277099174,0.04431265729559466,-1.2698871700685879,0.010476549928862825,0.039944688492658684,-1.2099696494392091,1.0
ENSG00000162571,TTLL10,0.0005249726131770853,-0.5514803438603959,0.871889813840172,0.0011384382087057466,0.5363439416861464,1.0,0.0028221694979816137,2.2326310938060017,0.858890470752677,0.0,0.3122099969581775,1.0,0.0,2.2357349860865767,1.0
ENSG00000186891,TNFRSF18,0.2861100741815115,-0.415244566273663,0.12362603071114386,0.3216087939593734,-0.1589888860218569,0.6751951951365358,0.4120367467053156,0.2964956784216266,0.9559670515380985,0.5169810017819377,0.6773912897994255,0.042068712859503296,0.39374050085620704,0.203466182614235,1.0
ENSG00000186827,TNFRSF4,0.18321544199880277,-0.7541891051474903,0.0021470247383514615,0.14173555698386545,-1.1952737811544747,9.654241486651214e-07,0.3231384075188948,0.3548868438570001,0.8722571811964145,0.7680860597903074,1.976200743844606,6.220702657278742e-14,0.3423830442227887,0.4115848214859934,1.0
ENSG00000078808,SDF4,1.138140625367921,0.034280549266796356,1.0,0.9608418481476502,-0.3256078976767086,0.2237098857539174,1.096412849965857,-0.037571136094781854,1.0,1.4754473669903556,0.45769710911521844,0.19001664136233015,1.4151832494541934,0.3468532104329888,1.0
ENSG00000176022,B3GALT6,0.3029091978031782,0.15421054497262632,0.6736961524972781,0.2709482936719677,-0.09767937748589572,0.8494290995762633,0.30056105153504187,0.1014231999365438,1.0,0.25110505800836974,-0.1913920580505759,0.8831330590557054,0.24537451502633192,-0.19154610894701496,1.0
ENSG00000184163,C1QTNF12,0.010499452263541707,-0.4810910159689987,0.5728005775492736,0.013092039400116086,-0.01824490999149031,1.0,0.02257735598385291,0.9802439321717173,0.7804160712285375,0.011488466706265282,-0.0801074258205805,1.0,0.017119152211139438,0.7546082963499599,1.0
ENSG00000260179,AL162741.1,0.0005249726131770853,-0.22955224897303417,1.0,0.0005692191043528733,-0.04861855903500967,1.0,0.0,0.32574049819748296,1.0,0.003282419058932938,2.8971724976793345,0.2165848191302742,0.0,2.4987693919203693,1.0
ENSG00000160087,UBE2J2,0.5611957234863042,0.5612130473391057,0.014448676059579441,0.31876269843760907,-0.6865994420556567,0.004370953519945104,0.3993369839643984,-0.18486489196875477,1.0,0.5038513255462059,0.19889628162960904,0.6690263159740523,0.49074903005266385,0.14729702141899215,1.0
ENSG00000230415,LINC01786,0.0010499452263541707,2.355410251748122,0.33268973737375535,0.0,-0.6335810597561657,0.7684066017739659,0.0,1.0627060923636886,1.0,0.0,1.3122099969581775,1.0,0.0,3.2357349860865767,1.0
ENSG00000162572,SCNN1D,0.044097699506875164,-0.7859455974974199,0.011542580409591847,0.07627535998328502,0.3843408482410964,0.26328819017901617,0.0832540001904576,0.45127138028134306,0.858890470752677,0.07385442882599111,0.2458087712356698,0.7294073884024882,0.06277022477417793,0.07026963283496368,1.0
ENSG00000131584,ACAP3,0.4404520224555746,0.5059828095867314,0.032556168019733614,0.2732251700893792,-0.5565779901508654,0.027872896525933798,0.3047943057820143,-0.26320551644217005,1.0,0.41358480142555015,0.23992113615129984,0.5954688652030962,0.3423830442227887,-0.05269619681269955,1.0
ENSG00000169972,PUSL1,0.3207582666511991,0.8135164729188515,0.00025401385336360746,0.16735041667974476,-0.6753546585878569,0.008456708268408962,0.22154030559155669,-0.08197366027550101,1.0,0.17232700059397923,-0.4781948561694871,0.3652677581002776,0.21113621060405305,-0.12119955862869958,1.0
ENSG00000127054,INTS11,0.9265766622575556,0.2858380833466476,0.2968666889922447,0.7069701276062687,-0.3168664840409414,0.2466491164340265,0.7549303407100817,-0.1399416367576019,1.0,0.9125124983833567,0.17321596407499193,0.7163684696335687,0.7817746176420343,-0.07183433104887754,1.0
ENSG00000224051,CPTP,0.2404374568351051,0.04294248610982576,0.9844719288934373,0.175319484140685,-0.6068782662166938,0.01986244452578565,0.25822850906531764,0.15581549675517103,1.0,0.3348067440111597,0.5908106601814409,0.09987403949230922,0.365208580504308,0.6706377911907042,1.0
ENSG00000169962,TAS1R3,0.0052497261317708535,-1.9989393208316182,0.00026434717150861927,0.013092039400116086,-0.4178523687007285,0.5681263759882068,0.025399525481834523,0.8295069160706587,0.8505877261659393,0.037747819177728785,1.5279386880136165,0.011364758746324557,0.05706384070379812,2.051310414949149,0.52597748389197
ENSG00000107404,DVL1,0.45882606391677255,0.3147682672507761,0.24406295564796598,0.3586080357423102,-0.24297739093963133,0.44833060265537633,0.36123769574164655,-0.17484334191538298,1.0,0.40373754424875136,0.009489374205943202,1.0,0.3823277327154474,-0.06266457330454545,1.0
ENSG00000162576,MXRA8,1.2321107231266193,0.006576554139687163,1.0,0.8925355556253053,-0.6515521582571829,0.004671830668582397,1.337708342043285,0.14293435560428375,1.0,1.8020480633541829,0.6448987866833256,0.051736621132417795,2.12277487418129,0.8221486470718012,1.0
ENSG00000175756,AURKAIP1,2.0158948346000076,0.13299100180255752,0.7130875719763139,1.626258981136159,-0.3322853215590833,0.20547546295217636,1.9825740723320837,0.06715938701487478,1.0,2.149984483601074,0.19952894735034254,0.69749529440363,2.2939663962926846,0.27489463573772366,1.0
ENSG00000221978,CCNL2,0.8047830160004718,-0.0685342476429131,0.9208347539238265,0.9204272917385962,0.234166803006416,0.4141772969090333,0.6363992217948539,-0.43377360284607847,0.8571219336654211,0.920718546030689,0.17206403151760868,0.7185747536968528,0.6505277840232986,-0.35722030538811095,1.0
ENSG00000224870,MRPL20-AS1,0.1648414005376048,0.2784928808592264,0.39335505348280075,0.14002789967080684,-0.09743080838795315,0.8668728565613198,0.11288677991926455,-0.4154934276055262,0.9515372204758545,0.1641209529466469,0.19563442010880028,0.7379900778125941,0.091302145126077,-0.6251694042477625,1.0
ENSG00000242485,MRPL20,1.3318555196302655,0.10014167416498532,0.8084672000635968,1.3496184964206626,0.12537965036848758,0.725207679848073,1.1796668501563146,-0.13008261592786016,1.0,1.053656517917473,-0.3089417864729843,0.611396073770838,1.0785065893017844,-0.2503696400347701,1.0
ENSG00000272455,AL391244.2,0.013649287942604218,0.03348215686076017,1.0,0.017645792234939072,0.6294533460776277,0.27329416911465126,0.009877593242935648,-0.3523314069151535,1.0,0.008206047647332345,-0.5622591209579619,0.6738147695167347,0.005706384070379812,-0.30858553013723355,1.0
ENSG00000235098,ANKRD65,0.020998904527083414,-1.778890839963469,4.937395399763279e-07,0.061475663270110316,0.2933010110398193,0.5310948413195433,0.07902074594348518,0.6732036851919831,0.6861191520681889,0.1001137812974546,1.0765817484650366,0.016471091469671392,0.07988937698531737,0.6723056469150612,1.0
ENSG00000225905,AL391244.1,0.0,-0.22955224897303417,1.0,0.0,-0.04861855903500967,1.0,0.0,1.6476685930848447,1.0,0.0,1.8971724976793354,1.0,0.005706384070379812,5.820697486807733,1.0
ENSG00000225285,LINC01770,0.028873493724739692,1.533408553726117,0.0001869906616905739,0.012522820295763213,-0.56945072233645,0.3109546186396498,0.011288677991926455,-0.504334500360204,1.0,0.001641209529466469,-2.5457709981693935,0.011722661815996302,0.005706384070379812,-0.622246009040996,1.0
ENSG00000179403,VWA1,2.2852057851598526,0.7780889861476039,0.0001408799489846859,1.2112982540629145,-0.6712584636821743,0.003194111874357268,1.3574635285291563,-0.35569825801355254,0.9239022157534885,1.5312484909922155,-0.15571549984987376,0.882345422795381,1.7518599096066023,0.05526606932457345,1.0
