Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value
ENSG00000238009,AL627309.1,0.012835384308528198,-0.0948618223610449,1.0,0.018232582483594294,0.5953955230563359,0.4982864416349421,0.008791254177025228,-0.526679281851874,0.6131876036709949,0.0,-1.4649799752239971,1.0,0.015310774279402308,0.3358570549961417,1.0,0.022740967831741538,0.950228225434179,1.0,0.007522207556334335,-0.5358739235120984,0.9984859667233762,0.013673845847978663,0.37678232683703605,1.0,0.018990519555451942,0.8659400278164568,1.0
ENSG00000241860,AL627309.5,0.0,-0.27383196340636395,1.0,0.000792720977547578,1.6251428664503873,0.7759145863534476,0.0,1.1253974147278178,1.0,0.0,3.11998252549716,1.0,0.0,1.77326236730344,1.0,0.0,2.387633537741479,1.0,0.0,1.9876880325449147,1.0,0.004557948615992888,4.485306783615204,1.0,0.0,3.38950198387347,1.0
ENSG00000286448,AP006222.2,0.0006755465425541157,-0.6888694626852079,0.7573024016462037,0.000792720977547578,-0.3748571335496127,0.9743736676309798,0.0014652090295042045,0.7103599154489739,1.0,0.0,1.5350200247760037,1.0,0.002187253468486044,1.358224868024597,1.0,0.003248709690248791,1.9725960384626342,1.0,0.007522207556334335,2.9876880325449147,0.2200446885300578,0.0,1.3153817821728921,1.0,0.0,1.8045394831523138,1.0
ENSG00000229905,AL669831.2,0.0,-0.6888694626852079,1.0,0.000792720977547578,1.0401803657292312,0.8033824847320172,0.0,0.7103599154489739,1.0,0.005279219410886798,4.11998252549716,1.0,0.0,1.3582248680245979,1.0,0.0,1.972596038462635,1.0,0.0025074025187781118,2.9876880325449147,0.6042802255425055,0.0,2.4853067836152043,1.0,0.0,2.974464484594626,1.0
ENSG00000237491,LINC01409,0.030399594414935206,0.12044697570568275,0.9427914037076129,0.02774523421416523,-0.05042218305167534,1.0,0.02197813544256307,-0.36645568160185604,0.702844924137151,0.015837658232660392,-0.4947273186180494,1.0,0.05249408324366506,1.0248011342994037,0.2242349972591604,0.016243548451243955,-0.6223505508311442,1.0,0.03510363526289356,0.39207828762424946,0.9250557904908637,0.01823179446397155,-0.3825896803774498,1.0,0.025320692740602592,0.10656802060197101,1.0
ENSG00000228794,LINC01128,0.04593716489367987,-0.4320940473230963,0.3562310154818536,0.0681740040690917,0.33337674207327783,0.5729342573558412,0.06739961535719341,0.28195519243230205,0.673743959370934,0.06335063293064157,0.24047781768371967,1.0,0.07217936446003945,0.3904052737737458,0.9363277231181045,0.061725484114727024,0.1652411164050296,1.0,0.05767025793189657,0.04908857720905768,1.0,0.0364635889279431,-0.5296435578507666,1.0,0.018990519555451942,-1.2349888810343241,1.0
ENSG00000225880,LINC00115,0.020941942819177585,0.3569342269279172,0.7532737874200605,0.020610745416237027,0.31394117815608347,0.870534656375929,0.020512926413058862,0.3134697628803904,0.8119030573827195,0.010558438821773595,-0.21788711325922439,1.0,0.010936267342430219,-0.5162442498915452,1.0,0.006497419380497582,-0.9502361010149061,1.0,0.022566622669003004,0.5022612053746718,0.901149921813336,0.013673845847978663,-0.006546312714469593,1.0,0.0,-1.564694326513406,1.0
ENSG00000230368,FAM41C,0.00945765159575762,-0.029906380520275277,1.0,0.008719930753023358,-0.14744663744653952,1.0,0.010256463206529431,0.21850681911930003,1.0,0.010558438821773595,0.6460513371647467,1.0,0.010936267342430219,0.38859851706811543,1.0,0.016243548451243955,1.0029696875061527,1.0,0.01504441511266867,0.8564434992666614,0.8084248621666864,0.0,-1.2151329345258874,1.0,0.006330173185150648,0.3020391426231299,1.0
ENSG00000230699,AL645608.2,0.0006755465425541157,1.3111305373147921,0.7699673145562079,0.0,0.04018036572923123,1.0,0.0,1.1253974147278178,1.0,0.0,3.11998252549716,1.0,0.0,1.77326236730344,1.0,0.003248709690248791,3.972596038462634,1.0,0.0,1.9876880325449147,1.0,0.0,2.900344282894048,1.0,0.0,3.38950198387347,1.0
ENSG00000241180,AL645608.4,0.0006755465425541157,2.311130537314792,0.5709497967699216,0.0,0.6251428664503873,1.0,0.0,1.710359915448974,1.0,0.0,3.704945026218316,1.0,0.0,2.358224868024598,1.0,0.0,2.972596038462635,1.0,0.0,2.5726505332660707,1.0,0.0,3.4853067836152043,1.0,0.0,3.974464484594626,1.0
